CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/11/2021,2:39,,,21.9378263,96.1206227,"(21.9378263, 96.1206227)",WHITESTONE EXPRESSWAY,20 AVENUE,,2,0,0,0,0,0,2,0,Aggressive Driving/Road Rage,Unspecified,,,,4455765,Sedan,Sedan,,,
03/26/2022,11:45,,,21.9477432,96.1303347,"(21.9477432, 96.1303347)",QUEENSBORO BRIDGE UPPER,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,4513547,Sedan,,,,
06/29/2022,6:55,,,21.9577603,96.1402913,"(21.9577603, 96.1402913)",THROGS NECK BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4541903,Sedan,Pick-up Truck,,,
09/11/2021,9:35,BROOKLYN,11208,21.9378263,96.150318,"(21.9378263, 96.1206227)",,,1211      LORING AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4456314,Sedan,,,,
12/14/2021,8:13,BROOKLYN,11233,21.9477432,96.1603192,"(21.9378263, 96.1206227)",SARATOGA AVENUE,DECATUR STREET,,0,0,0,0,0,0,0,0,,,,,,4486609,,,,,
04/14/2021,12:47,,,21.9577603,96.1206227,"(21.9477432, 96.1303347)",MAJOR DEEGAN EXPRESSWAY RAMP,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407458,Dump,Sedan,,,
12/14/2021,17:05,,,21.9378263,96.1303347,"(21.9577603, 96.1402913)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4486555,Sedan,Tractor Truck Diesel,,,
12/14/2021,8:17,BRONX,10475,21.9477432,96.1402913,"(21.9378263, 96.1206227)",,,344       BAYCHESTER AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4486660,Sedan,Sedan,,,
12/14/2021,21:10,BROOKLYN,11207,21.9577603,96.150318,"(21.9378263, 96.1206227)",,,2047      PITKIN AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4487074,Sedan,,,,
12/14/2021,14:58,MANHATTAN,10017,21.9378263,96.1603192,"(21.9477432, 96.1303347)",3 AVENUE,EAST 43 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4486519,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/13/2021,0:34,,,21.9477432,96.1206227,"(21.9577603, 96.1402913)",MYRTLE AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4486934,Station Wagon/Sport Utility Vehicle,,,,
12/14/2021,16:50,QUEENS,11413,21.9577603,96.1303347,"(21.9378263, 96.1206227)",SPRINGFIELD BOULEVARD,EAST GATE PLAZA,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4487127,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/14/2021,8:30,,,21.9378263,96.1402913,"(21.9378263, 96.1206227)",broadway,west 80 street -west 81 street,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4486634,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/14/2021,0:59,,,21.9477432,96.150318,"(21.9477432, 96.1303347)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4486564,Sedan,,,,
12/14/2021,23:10,QUEENS,11434,21.9577603,96.1603192,"(21.9577603, 96.1402913)",NORTH CONDUIT AVENUE,150 STREET,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4486635,Sedan,Sedan,,,
12/14/2021,17:58,BROOKLYN,11217,21.9378263,96.1206227,"(21.9378263, 96.1206227)",,,480       DEAN STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4486604,Tanker,Station Wagon/Sport Utility Vehicle,,,
12/14/2021,20:03,BROOKLYN,11226,21.9477432,96.1303347,"(21.9378263, 96.1206227)",,,878       FLATBUSH AVENUE,4,0,0,0,0,0,4,0,Steering Failure,,,,,4486991,Sedan,,,,
12/14/2021,1:28,,,21.9577603,96.1402913,"(21.9477432, 96.1303347)",MEEKER AVENUE,LORIMER STREET,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,4486284,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/11/2021,19:43,BRONX,10463,21.9378263,96.150318,"(21.9577603, 96.1402913)",WEST KINGSBRIDGE ROAD,HEATH AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4487040,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/14/2021,14:30,,,21.9477432,96.1603192,"(21.9378263, 96.1206227)",WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4486537,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
12/11/2021,4:45,MANHATTAN,10001,21.9577603,96.1206227,"(21.9378263, 96.1206227)",,,232       WEST 30 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4486905,Station Wagon/Sport Utility Vehicle,,,,
12/14/2021,5:46,,,21.9378263,96.1303347,"(21.9477432, 96.1303347)",LONG ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,4487122,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/13/2021,6:30,QUEENS,11372,21.9477432,96.1402913,"(21.9577603, 96.1402913)",82 STREET,34 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4486967,Sedan,,,,
12/14/2021,3:43,,,21.9577603,96.150318,"(21.9378263, 96.1206227)",LEXINGTON AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,,,4486304,Station Wagon/Sport Utility Vehicle,,,,
12/13/2021,17:40,STATEN ISLAND,10301,21.9378263,96.1603192,"(21.9378263, 96.1206227)",VICTORY BOULEVARD,WOODSTOCK AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4487001,Sedan,Sedan,,,
12/14/2021,17:31,BROOKLYN,11230,21.9477432,96.1206227,"(21.9477432, 96.1303347)",EAST 18 STREET,AVENUE K,,1,0,1,0,0,0,0,0,Unspecified,,,,,4486516,Sedan,,,,
12/14/2021,20:13,BROOKLYN,11215,21.9577603,96.1303347,"(21.9577603, 96.1402913)",,,366       12 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4486605,Sedan,,,,
12/14/2021,12:54,BROOKLYN,11217,21.9378263,96.1402913,"(21.9378263, 96.1206227)",FULTON STREET,SAINT FELIX STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4487052,Sedan,Bike,,,
12/14/2021,17:15,BROOKLYN,11211,21.9477432,96.150318,"(21.9378263, 96.1206227)",GRAND STREET,UNION AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4486556,Bus,Station Wagon/Sport Utility Vehicle,,,
12/14/2021,22:49,BRONX,10455,21.9577603,96.1603192,"(21.9477432, 96.1303347)",,,713       EAGLE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4486875,Taxi,,,,
12/12/2021,9:00,QUEENS,11385,21.9378263,96.1206227,"(21.9577603, 96.1402913)",,,59-14     67 AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4486933,Station Wagon/Sport Utility Vehicle,,,,
12/14/2021,16:25,,,21.9477432,96.1303347,"(21.9378263, 96.1206227)",EAST 93 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4486581,Van,Bike,,,
04/14/2021,14:30,,,21.9577603,96.1402913,"(21.9378263, 96.1206227)",EASTCHESTER ROAD,PELHAM PARKWAY NORTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407520,Bus,,,,
12/16/2021,6:59,,,21.9378263,96.150318,"(21.9477432, 96.1303347)",KINGSLAND AVENUE,MEEKER AVENUE,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4486960,,,,,
06/29/2022,16:00,,,21.9477432,96.1603192,"(21.9577603, 96.1402913)",WILLIAMSBURG BRIDGE OUTER ROADWA,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4542336,Motorscooter,Station Wagon/Sport Utility Vehicle,,,
04/15/2021,16:15,,,21.9577603,96.1206227,"(21.9378263, 96.1206227)",HUTCHINSON RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4407665,Station Wagon/Sport Utility Vehicle,,,,
07/07/2021,11:42,,,21.9378263,96.1303347,"(21.9378263, 96.1206227)",THROGS NECK BRIDGE,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4456591,Sedan,Sedan,,,
07/12/2022,17:50,BROOKLYN,11225,21.9477432,96.1402913,"(21.9477432, 96.1303347)",,,44        EMPIRE BOULEVARD,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4545699,Sedan,,,,
03/23/2022,10:00,,,21.9577603,96.150318,"(21.9577603, 96.1402913)",,,71        EAST DRIVE,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4512922,Bike,,,,
07/09/2021,0:43,,,21.9378263,96.1603192,"(21.9378263, 96.1206227)",ELIOT AVENUE,,,0,1,0,1,0,0,0,0,Unspecified,,,,,4456659,Bus,,,,
04/24/2022,16:45,,,21.9477432,96.1206227,"(21.9378263, 96.1206227)",STATEN ISLAND EXPRESSWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4521660,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/24/2022,4:49,,,21.9577603,96.1303347,"(21.9477432, 96.1303347)",BOSTON ROAD,BRONX PARK EAST,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4521759,Station Wagon/Sport Utility Vehicle,Sedan,,,
04/22/2022,17:17,,,21.9378263,96.1402913,"(21.9577603, 96.1402913)",EAST 107 STREET,,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4522226,E-Bike,,,,
04/24/2022,1:30,BROOKLYN,11220,21.9477432,96.150318,"(21.9378263, 96.1206227)",,,5610      4 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4522015,Station Wagon/Sport Utility Vehicle,,,,
04/24/2022,6:00,QUEENS,11411,21.9577603,96.1603192,"(21.9378263, 96.1206227)",,,116-44    234 STREET,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4521460,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/24/2022,21:40,BRONX,10452,21.9378263,96.1206227,"(21.9477432, 96.1303347)",BOSCOBEL PLACE,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4522156,Taxi,Station Wagon/Sport Utility Vehicle,,,
04/24/2022,17:45,BRONX,10466,21.9477432,96.1303347,"(21.9577603, 96.1402913)",BRONX RIVER PARKWAY,EAST 233 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4521633,Sedan,,,,
04/15/2022,6:11,,,21.9577603,96.1402913,"(21.9378263, 96.1206227)",EAST 162 STREET,,,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4522124,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
04/24/2022,9:51,,,21.9378263,96.150318,"(21.9378263, 96.1206227)",CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4521937,Sedan,,,,
04/24/2022,0:00,BRONX,10453,21.9477432,96.1603192,"(21.9477432, 96.1303347)",MAJOR DEEGAN EXPRESSWAY,WEST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4521801,Sedan,,,,
03/08/2022,20:00,BROOKLYN,11207,21.9577603,96.1206227,"(21.9577603, 96.1402913)",,,360       SNEDIKER AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4522285,Sedan,,,,
04/24/2022,15:35,MANHATTAN,10019,21.9378263,96.1303347,"(21.9378263, 96.1206227)",WEST 56 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4521853,Station Wagon/Sport Utility Vehicle,Bike,,,
04/22/2022,12:00,BROOKLYN,11230,21.9477432,96.1402913,"(21.9378263, 96.1206227)",AVENUE J,OCEAN PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4522228,Sedan,Pick-up Truck,,,
04/24/2022,13:10,,,21.9577603,96.150318,"(21.9477432, 96.1303347)",SAINT MARKS AVENUE,6 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4521702,Station Wagon/Sport Utility Vehicle,,,,
04/24/2022,4:20,BROOKLYN,11221,21.9378263,96.1603192,"(21.9577603, 96.1402913)",THROOP AVENUE,DE KALB AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4522167,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
04/20/2022,19:37,,,21.9477432,96.1206227,"(21.9378263, 96.1206227)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4522196,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/24/2022,16:14,,,21.9577603,96.1303347,"(21.9378263, 96.1206227)",ROCKAWAY AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4521758,Sedan,Sedan,,,
04/12/2022,19:56,BROOKLYN,11203,21.9378263,96.1402913,"(21.9477432, 96.1303347)",UTICA AVENUE,SNYDER AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4522136,Station Wagon/Sport Utility Vehicle,,,,
04/24/2022,0:30,,,21.9477432,96.150318,"(21.9577603, 96.1402913)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4521469,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
04/24/2022,20:13,QUEENS,11419,21.9577603,96.1603192,"(21.9378263, 96.1206227)",,,102-24    VANWYCK EXPRESSWAY,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,4521859,Sedan,,,,
04/24/2022,15:21,QUEENS,11101,21.9378263,96.1206227,"(21.9378263, 96.1206227)",THOMSON AVENUE,SKILLMAN AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4521590,Sedan,Sedan,,,
04/24/2022,10:27,,,21.9477432,96.1303347,"(21.9477432, 96.1303347)",VANWYCK EXPRESSWAY,109 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4521902,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/24/2022,21:00,QUEENS,11106,21.9577603,96.1402913,"(21.9577603, 96.1402913)",21 STREET,37 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4521684,Sedan,Sedan,,,
04/24/2022,21:40,QUEENS,11418,21.9378263,96.150318,"(21.9378263, 96.1206227)",JAMAICA AVENUE,102 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4521858,Ambulance,Station Wagon/Sport Utility Vehicle,,,
04/07/2022,14:14,MANHATTAN,10017,21.9477432,96.1603192,"(21.9378263, 96.1206227)",1 AVENUE,EAST 41 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4522242,Sedan,Station Wagon/Sport Utility Vehicle,,,
06/29/2021,17:35,,,21.9577603,96.1206227,"(21.9477432, 96.1303347)",BEACH CHANNEL DRIVE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4456672,Station Wagon/Sport Utility Vehicle,E-Bike,,,
12/09/2021,20:20,BROOKLYN,11223,21.9378263,96.1303347,"(21.9577603, 96.1402913)",EAST 7 STREET,CRAWFORD AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485150,Bike,,,,
12/09/2021,14:50,,,21.9477432,96.1402913,"(21.9378263, 96.1206227)",WEST 177 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4485116,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/09/2021,2:45,QUEENS,11422,21.9577603,96.150318,"(21.9378263, 96.1206227)",149 AVENUE,HUXLEY STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,4485026,Sedan,,,,
12/06/2021,22:16,,,21.9378263,96.1603192,"(21.9477432, 96.1303347)",AVENUE J,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4485528,Sedan,,,,
12/04/2021,12:00,BROOKLYN,11213,21.9477432,96.1206227,"(21.9577603, 96.1402913)",CROWN STREET,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4485333,Sedan,Ambulance,,,
12/08/2021,16:20,MANHATTAN,10128,21.9577603,96.1303347,"(21.9378263, 96.1206227)",EAST END AVENUE,EAST 88 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4485234,Taxi,Station Wagon/Sport Utility Vehicle,,,
12/09/2021,23:15,BROOKLYN,11218,21.9378263,96.1402913,"(21.9378263, 96.1206227)",12 AVENUE,41 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4485355,Sedan,Bike,,,
12/01/2021,14:34,QUEENS,11692,21.9477432,96.150318,"(21.9477432, 96.1303347)",,,437       BEACH 68 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4485581,Sedan,Pick-up Truck,,,
12/10/2021,7:00,QUEENS,11420,21.9577603,96.1603192,"(21.9577603, 96.1402913)",,,122-42    134 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4485866,Sedan,,,,
12/07/2021,9:20,,,21.9378263,96.1206227,"(21.9378263, 96.1206227)",TAYLOR STREET,,,0,0,0,0,0,0,0,0,Steering Failure,,,,,4485192,Station Wagon/Sport Utility Vehicle,,,,
12/09/2021,8:00,,,21.9477432,96.1303347,"(21.9378263, 96.1206227)",WEST SHORE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4485214,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/07/2021,17:08,BROOKLYN,11205,21.9577603,96.1402913,"(21.9477432, 96.1303347)",FLUSHING AVENUE,KENT AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4485437,,,,,
12/05/2021,8:20,BROOKLYN,11212,21.9378263,96.150318,"(21.9577603, 96.1402913)",,,393       ROCKAWAY PARKWAY,0,0,0,0,0,0,0,0,Unspecified,,,,,4485408,Sedan,,,,
12/08/2021,19:30,MANHATTAN,10022,21.9477432,96.1603192,"(21.9378263, 96.1206227)",,,127       EAST 58 STREET,1,0,0,0,1,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,,,,4484852,Station Wagon/Sport Utility Vehicle,Bike,,,
12/08/2021,12:00,MANHATTAN,10011,21.9577603,96.1206227,"(21.9378263, 96.1206227)",,,44        WEST 14 STREET,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4485542,Box Truck,Bike,,,
12/10/2021,8:06,,,21.9378263,96.1303347,"(21.9477432, 96.1303347)",FLATBUSH AVENUE,GRAND ARMY PLAZA,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4485170,Garbage or Refuse,Sedan,,,
12/08/2021,19:30,,,21.9477432,96.1402913,"(21.9577603, 96.1402913)",OCEAN PARKWAY,,,4,0,0,0,0,0,4,0,Unsafe Speed,Unspecified,,,,4485523,Taxi,Station Wagon/Sport Utility Vehicle,,,
12/08/2021,22:37,STATEN ISLAND,10314,21.9577603,96.150318,"(21.9378263, 96.1206227)",,,288       MANOR ROAD,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4484906,Sedan,,,,
12/08/2021,17:56,,,21.9378263,96.1603192,"(21.9378263, 96.1206227)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4485036,Sedan,,,,
12/07/2021,7:50,,,21.9477432,96.1206227,"(21.9477432, 96.1303347)",CARROLL STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485772,Sedan,Sedan,,,
12/08/2021,0:44,QUEENS,11101,21.9577603,96.1303347,"(21.9577603, 96.1402913)",23 STREET,40 AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4485565,Sedan,,,,
12/08/2021,15:00,,,21.9378263,96.1402913,"(21.9378263, 96.1206227)",AVENUE Y,,,0,0,0,0,0,0,0,0,Passing Too Closely,,,,,4484836,Sedan,,,,
12/10/2021,11:00,BRONX,10461,21.9477432,96.150318,"(21.9378263, 96.1206227)",,,2123      LURTING AVENUE,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4485340,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
12/10/2021,1:10,,,21.9577603,96.1603192,"(21.9477432, 96.1303347)",SCHENECTADY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485706,Station Wagon/Sport Utility Vehicle,Sedan,,,
